,name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
93,Jesurun Rak-Sakyi,MID,Crystal Palace,0.0,0,0,0,0,0.0,213,0.0,0.0,0.0,0.0,316,0,0,0.0,0.0,2025-04-12T11:30:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,32,0,2990,0,2,5,0.0,0,-11,0,11,45,False,0
94,Jesurun Rak-Sakyi,MID,Crystal Palace,0.0,0,0,0,0,0.0,213,0.0,0.0,0.0,0.0,289,0,0,0.0,0.0,2025-04-16T18:30:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,32,0,2990,0,0,5,0.0,0,-11,0,11,45,False,0
95,Oliver Skipp,MID,Leicester,0.0,0,0,2,0,12.5,501,0.01,0.01,0.0,0.21,313,0,0,1.6,1.8,2025-04-12T14:00:00Z,29,0,0,0,0,0,0,0,False,5,0,0,0,0,32,0,4233,0,2,2,2.0,0,-16,25,41,47,False,1
96,Tomáš Souček,MID,West Ham,0.0,0,0,0,0,0.0,530,0.0,0.0,0.0,0.0,315,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,32,0,166143,0,1,2,0.0,0,-11023,1350,12373,49,False,0
97,Taylor Harwood-Bellis,DEF,Southampton,0.0,0,0,-2,0,0.6,461,0.01,0.03,0.02,3.03,319,3,0,2.9,22.8,2025-04-12T14:00:00Z,90,0,0,0,0,0,0,0,False,2,0,0,0,0,32,0,543864,1,3,0,6.0,0,-16778,2427,19205,40,True,1
98,Alphonse Areola,GK,West Ham,0.0,0,0,8,0,0.0,513,0.0,0.0,0.0,1.78,315,2,0,2.8,27.8,2025-04-13T13:00:00Z,90,0,0,0,0,0,0,0,False,12,0,0,0,0,32,4,733798,1,1,2,0.0,2,5097,23656,18559,42,False,0
99,Lisandro Martínez,DEF,Man Utd,0.0,0,0,0,0,0.0,380,0.0,0.0,0.0,0.0,317,0,0,0.0,0.0,2025-04-13T15:30:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,32,0,266311,0,1,4,0.0,0,-2895,27,2922,43,False,0
100,Richarlison de Andrade,FWD,Spurs,0.0,0,0,27,0,0.3,497,0.0,0.94,0.94,0.58,320,1,1,6.8,31.0,2025-04-13T13:00:00Z,15,0,0,0,0,0,0,0,False,20,0,0,0,0,32,0,39910,0,2,4,37.0,5,277,430,153,68,False,0
101,Iwan Morgan,FWD,Brentford,0.0,0,0,0,0,0.0,780,0.0,0.0,0.0,0.0,311,0,0,0.0,0.0,2025-04-12T16:30:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,32,0,2299,0,1,1,0.0,0,68,271,203,45,False,0
102,Joško Gvardiol,DEF,Man City,0.0,0,0,11,0,10.1,350,0.02,0.02,0.0,1.82,316,2,0,3.2,21.8,2025-04-12T11:30:00Z,90,0,0,0,0,0,0,0,False,7,0,0,0,0,32,0,3438954,1,2,5,0.0,1,218292,250359,32067,62,True,0
103,Harry Clarke,DEF,Ipswich,0.0,0,0,0,0,0.0,266,0.0,0.0,0.0,0.0,314,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,32,0,5594,0,2,2,0.0,0,-121,0,121,40,False,0
104,Joachim Andersen,DEF,Fulham,0.0,0,0,13,0,0.6,191,0.01,0.06,0.05,1.46,312,1,0,5.1,31.2,2025-04-14T19:00:00Z,90,0,0,0,0,0,0,0,False,3,0,0,0,0,32,0,402125,1,0,1,19.0,2,-4368,1142,5510,42,False,0
105,Moisés Caicedo Corozo,MID,Chelsea,0.0,0,0,18,0,16.6,157,0.11,0.21,0.1,1.07,314,2,0,3.6,14.8,2025-04-13T13:00:00Z,90,0,0,0,0,0,0,0,False,10,0,0,0,0,32,0,113530,1,2,2,5.0,2,-377,1557,1934,49,True,0
106,Carlos Henrique Casimiro,MID,Man Utd,0.0,0,0,0,0,0.0,368,0.0,0.0,0.0,0.0,317,0,0,0.0,0.0,2025-04-13T15:30:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,32,0,46409,0,1,4,0.0,0,133,598,465,46,False,0
107,Roman Dixon,DEF,Everton,0.0,0,0,0,0,0.0,627,0.0,0.0,0.0,0.0,318,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,32,0,8644,0,1,0,0.0,0,-50,81,131,40,False,0
108,Jhon Durán,FWD,Aston Villa,0.0,0,0,0,0,0.0,38,0.0,0.0,0.0,0.0,319,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,32,0,187418,0,3,0,0.0,0,-1234,0,1234,57,False,0
109,Jacob Murphy,MID,Newcastle,0.0,1,0,26,0,27.8,402,0.59,0.61,0.02,0.37,317,1,0,6.2,27.2,2025-04-13T15:30:00Z,77,0,0,0,0,0,0,0,False,14,0,0,0,0,32,0,2022370,1,1,4,7.0,5,934206,942802,8596,52,True,0
110,Jacob Murphy,MID,Newcastle,0.0,1,3,49,1,39.0,402,0.2,0.21,0.01,1.48,289,0,1,11.7,57.0,2025-04-16T18:30:00Z,61,0,0,0,0,0,0,0,False,7,0,0,0,0,32,0,2022370,1,0,5,21.0,14,934206,942802,8596,52,True,0
111,Sean Longstaff,MID,Newcastle,0.0,0,0,3,0,1.8,410,0.0,0.0,0.0,0.31,317,0,0,0.2,0.0,2025-04-13T15:30:00Z,5,0,0,0,0,0,0,0,False,14,0,0,0,0,32,0,40039,0,1,4,0.0,1,-134,674,808,44,True,0
112,Sean Longstaff,MID,Newcastle,0.0,0,0,4,0,0.4,410,0.0,0.0,0.0,0.32,289,0,0,1.1,10.4,2025-04-16T18:30:00Z,18,0,0,0,0,0,0,0,False,7,0,0,0,0,32,0,40039,0,0,5,0.0,1,-134,674,808,44,True,0
113,Leander Dendoncker,MID,Aston Villa,0.0,0,0,0,0,0.0,33,0.0,0.0,0.0,0.0,319,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,32,0,20301,0,3,0,0.0,0,-74,0,74,45,False,0
114,Trevoh Chalobah,DEF,Chelsea,0.0,0,0,7,0,5.3,159,0.02,0.51,0.49,1.07,314,2,0,6.7,17.6,2025-04-13T13:00:00Z,90,0,0,0,0,0,0,0,False,10,0,0,0,0,32,0,86143,1,2,2,44.0,1,6176,8209,2033,44,True,0
115,Ryan Manning,DEF,Southampton,0.0,0,0,3,0,15.1,467,0.03,0.03,0.0,2.14,319,2,0,2.3,7.8,2025-04-12T14:00:00Z,81,0,0,0,0,0,0,0,False,2,0,0,0,0,32,0,6774,1,3,0,0.0,1,191,302,111,43,True,0
116,Vitalii Mykolenko,DEF,Everton,0.0,0,0,28,1,12.5,231,0.1,0.1,0.0,0.52,318,0,0,2.8,15.2,2025-04-12T14:00:00Z,90,0,0,0,0,0,0,0,False,16,0,0,0,0,32,0,600033,1,1,0,0.0,6,-96566,693,97259,44,False,0
117,Ryan Christie,MID,Bournemouth,0.0,0,0,0,0,0.0,63,0.0,0.0,0.0,0.0,312,0,0,0.0,0.0,2025-04-14T19:00:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,32,0,17733,0,0,1,0.0,0,-3359,10,3369,49,True,0
118,Fábio Silva,FWD,Wolves,0.0,0,0,0,0,0.0,545,0.0,0.0,0.0,0.0,320,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,32,0,9725,0,2,4,0.0,0,-15,0,15,50,True,0
119,Kepa Arrizabalaga,GK,Bournemouth,0.0,0,3,37,1,0.0,152,0.0,0.0,0.0,1.07,312,0,0,4.8,48.0,2025-04-14T19:00:00Z,90,0,0,0,0,0,0,0,False,9,0,0,0,0,32,7,339658,1,0,1,0.0,11,-21205,2855,24060,46,True,0
120,Frank Onyeka,MID,Brentford,0.0,0,0,0,0,0.0,102,0.0,0.0,0.0,0.0,311,0,0,0.0,0.0,2025-04-12T16:30:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,32,0,1453,0,1,1,0.0,0,-2,0,2,49,False,0
121,Youssef Ramalho Chermiti,FWD,Everton,0.0,0,0,0,0,0.0,237,0.0,0.0,0.0,0.0,318,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,32,0,2038,0,1,0,0.0,0,-36,70,106,49,False,0
122,Morgan Gibbs-White,MID,Nott'm Forest,0.0,0,0,7,0,6.8,433,0.01,0.11,0.1,1.36,318,1,0,3.0,4.2,2025-04-12T14:00:00Z,90,0,0,0,0,0,0,0,False,8,0,0,0,0,32,0,723773,1,1,0,19.0,2,-8558,46045,54603,65,True,0
123,Noni Madueke,MID,Chelsea,0.0,1,0,25,0,47.9,177,0.14,0.39,0.25,0.9,314,2,0,9.9,10.8,2025-04-13T13:00:00Z,67,0,0,0,0,0,0,0,False,10,0,0,0,0,32,0,362887,1,2,2,40.0,5,6644,8565,1921,60,True,0
124,Nélson Cabral Semedo,DEF,Wolves,0.0,0,0,-4,0,1.5,559,0.05,0.1,0.05,1.96,320,2,0,1.5,9.6,2025-04-13T13:00:00Z,90,0,0,0,0,0,0,0,False,18,0,0,0,0,32,0,65641,1,2,4,4.0,1,-7754,1262,9016,45,True,0
125,Alex Palmer,GK,Ipswich,0.0,0,0,15,0,0.0,764,0.0,0.0,0.0,2.27,314,2,0,4.6,45.8,2025-04-13T13:00:00Z,90,0,0,0,0,0,0,0,False,6,0,0,0,0,32,8,6012,1,2,2,0.0,2,-2069,377,2446,45,False,1
126,Thomas Frank,AM,Brentford,0.0,0,0,0,0,0.0,752,0.0,0.0,0.0,0.0,311,0,0,0.0,0.0,2025-04-12T16:30:00Z,0,0,1,1,0,1,0,0,False,1,0,0,0,0,32,0,2117,0,1,1,0.0,9,-6125,134,6259,8,False,0
127,Tommy Doyle,MID,Wolves,0.0,0,0,0,0,0.0,544,0.0,0.0,0.0,0.0,320,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,32,0,4122,0,2,4,0.0,0,-53,8,61,47,True,0
128,Tom Heaton,GK,Man Utd,0.0,0,0,0,0,0.0,374,0.0,0.0,0.0,0.0,317,0,0,0.0,0.0,2025-04-13T15:30:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,32,0,26543,0,1,4,0.0,0,216,652,436,39,False,0
129,Lucas Bergvall,MID,Spurs,0.0,0,0,-1,0,19.2,481,0.05,0.05,0.0,1.45,320,2,0,1.7,0.0,2025-04-13T13:00:00Z,35,0,0,0,0,0,0,0,False,20,0,0,0,0,32,0,114303,0,2,4,0.0,1,-4508,1805,6313,44,False,0
130,Lesley Ugochukwu,MID,Southampton,0.0,0,0,9,0,1.2,188,0.01,0.01,0.0,3.03,319,3,0,1.8,15.0,2025-04-12T14:00:00Z,90,0,0,0,0,0,0,0,False,2,0,0,0,0,32,0,33825,1,3,0,2.0,2,-797,344,1141,44,True,0
131,Charlie Tasker,DEF,Brighton,0.0,0,0,0,0,0.0,791,0.0,0.0,0.0,0.0,313,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,32,0,110,0,2,2,0.0,0,29,43,14,40,True,0
132,Evan Ferguson,FWD,West Ham,0.0,0,0,0,0,0.0,123,0.0,0.0,0.0,0.0,315,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,32,0,30258,0,1,2,0.0,0,-1348,257,1605,55,False,0
133,Christian Eriksen,MID,Man Utd,0.0,0,0,15,0,4.2,370,0.01,0.01,0.0,2.17,317,4,0,1.1,6.4,2025-04-13T15:30:00Z,90,0,0,0,0,0,0,0,False,15,0,0,0,0,32,0,19802,1,1,4,0.0,2,-73,99,172,52,False,0
134,Nasser Djiga,DEF,Wolves,0.0,0,0,0,0,0.0,769,0.0,0.0,0.0,0.0,320,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,32,0,1312,0,2,4,0.0,0,-36,43,79,45,True,0
135,Tyrique George,MID,Chelsea,0.0,0,0,0,0,0.0,696,0.0,0.0,0.0,0.0,314,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,32,0,1367,0,2,2,0.0,0,0,87,87,45,True,0
136,Danny Ings,FWD,West Ham,0.0,0,0,0,0,0.0,523,0.0,0.0,0.0,0.0,315,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,32,0,136456,0,1,2,0.0,0,-1580,673,2253,49,False,0
137,Jean-Ricner Bellegarde,MID,Wolves,0.0,0,0,9,0,0.8,535,0.0,0.0,0.0,0.69,320,0,0,0.8,7.2,2025-04-13T13:00:00Z,41,0,0,0,0,0,0,0,False,18,0,0,0,0,32,0,39195,1,2,4,0.0,1,-13581,1374,14955,49,True,0
138,Tim Ream,DEF,Fulham,0.0,0,0,0,0,0.0,253,0.0,0.0,0.0,0.0,312,0,0,0.0,0.0,2025-04-14T19:00:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,32,0,563,0,0,1,0.0,0,-1,0,1,45,False,0
139,Benoît Badiashile,DEF,Chelsea,0.0,0,0,0,0,0.0,153,0.0,0.0,0.0,0.0,314,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,32,0,9335,0,2,2,0.0,0,31,72,41,42,True,0
140,Radu Drăgușin,DEF,Spurs,0.0,0,0,0,0,0.0,486,0.0,0.0,0.0,0.0,320,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,32,0,17814,0,2,4,0.0,0,-269,8,277,43,False,0
141,Jack Stephens,DEF,Southampton,0.0,0,0,-4,0,1.0,472,0.0,0.0,0.0,3.03,319,3,0,3.0,29.0,2025-04-12T14:00:00Z,90,0,0,0,0,0,0,0,False,2,0,0,0,0,32,0,38714,1,3,0,0.0,1,-576,86,662,40,True,0
142,Mateo Kovačić,MID,Man City,0.0,0,3,44,0,22.3,354,0.17,0.31,0.14,1.82,316,2,1,7.2,41.0,2025-04-12T11:30:00Z,86,0,0,0,0,0,0,0,False,7,0,0,0,0,32,0,129722,1,2,5,9.0,10,-308,1208,1516,54,True,0
143,Nicolás Domínguez,MID,Nott'm Forest,0.0,0,0,19,1,12.8,431,0.02,0.04,0.02,0.68,318,0,0,3.2,17.6,2025-04-12T14:00:00Z,74,0,0,0,0,0,0,0,False,8,0,0,0,0,32,0,4381,1,1,0,2.0,3,-28,83,111,48,True,0
144,Ben Doak,MID,Liverpool,0.0,0,0,0,0,0.0,318,0.0,0.0,0.0,0.0,315,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,32,0,1664,0,1,2,0.0,0,-5,0,5,45,True,0
145,Phil Foden,MID,Man City,0.0,0,0,0,0,0.0,348,0.0,0.0,0.0,0.0,316,0,0,0.0,0.0,2025-04-12T11:30:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,32,0,654117,0,2,5,0.0,0,-54317,10363,64680,92,True,0
146,Mason Mount,MID,Man Utd,0.0,0,0,4,0,0.6,382,0.0,0.04,0.04,0.93,317,2,0,1.5,5.4,2025-04-13T15:30:00Z,35,0,0,0,0,0,0,0,False,15,0,0,0,0,32,0,11623,0,1,4,9.0,1,113,226,113,63,False,0
147,Gabriel Martinelli Silva,MID,Arsenal,0.0,0,0,6,0,25.1,9,0.11,0.33,0.22,0.24,311,1,0,6.2,9.0,2025-04-12T16:30:00Z,90,0,0,0,0,0,0,0,False,4,0,0,0,0,32,0,248107,1,1,1,28.0,2,1184,9817,8633,65,True,0
148,Yasin Ayari,MID,Brighton,0.0,0,0,18,0,14.1,600,0.08,0.14,0.06,1.5,313,2,0,3.1,14.2,2025-04-12T14:00:00Z,90,0,0,0,0,0,0,0,False,11,0,0,0,0,32,0,3872,1,2,2,3.0,2,-5,98,103,50,True,0
149,Callum Olusesi,MID,Spurs,0.0,0,0,0,0,0.0,683,0.0,0.0,0.0,0.0,320,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,32,0,881,0,2,4,0.0,0,1,27,26,45,False,0
150,Mikel Merino,MID,Arsenal,0.0,0,0,3,0,1.9,633,0.01,0.06,0.05,0.0,311,0,0,0.5,0.0,2025-04-12T16:30:00Z,15,0,0,0,0,0,0,0,False,4,0,0,0,0,32,0,319674,0,1,1,4.0,1,54541,85907,31366,61,True,0
151,Jamaldeen Jimoh,MID,Aston Villa,0.0,0,0,0,0,0.0,710,0.0,0.0,0.0,0.0,319,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,32,0,431,0,3,0,0.0,0,-1,28,29,45,False,0
152,Facundo Buonanotte,MID,Leicester,0.0,0,0,0,0,0.0,117,0.0,0.0,0.0,0.0,313,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,32,0,48730,0,2,2,0.0,0,-3400,199,3599,45,False,0
153,Caoimhin Kelleher,GK,Liverpool,0.0,0,0,0,0,0.0,325,0.0,0.0,0.0,0.0,315,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,32,0,156841,0,1,2,0.0,0,11140,15414,4274,40,True,0
154,Odeluga Offiah,DEF,Brighton,0.0,0,0,0,0,0.0,139,0.0,0.0,0.0,0.0,313,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,32,0,5949,0,2,2,0.0,0,-20,0,20,40,True,0
155,Lino da Cruz Sousa,DEF,Aston Villa,0.0,0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,319,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,32,0,5394,0,3,0,0.0,0,-34,0,34,40,False,0
156,Amario Cozier-Duberry,MID,Brighton,0.0,0,0,0,0,0.0,118,0.0,0.0,0.0,0.0,313,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,32,0,2635,0,2,2,0.0,0,-12,0,12,45,True,0
157,Emerson Leite de Souza Junior,DEF,Spurs,0.0,0,0,0,0,0.0,487,0.0,0.0,0.0,0.0,320,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,32,0,925,0,2,4,0.0,0,-1,0,1,45,False,0
158,Kai Havertz,FWD,Arsenal,0.0,0,0,0,0,0.0,4,0.0,0.0,0.0,0.0,311,0,0,0.0,0.0,2025-04-12T16:30:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,32,0,667796,0,1,1,0.0,0,-3202,99,3301,77,True,0
159,Scott Carson,GK,Man City,0.0,0,0,0,0,0.0,344,0.0,0.0,0.0,0.0,316,0,0,0.0,0.0,2025-04-12T11:30:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,32,0,23384,0,2,5,0.0,0,251,613,362,39,True,0
160,Ethan Brierley,MID,Brentford,0.0,0,0,0,0,0.0,87,0.0,0.0,0.0,0.0,311,0,0,0.0,0.0,2025-04-12T16:30:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,32,0,8650,0,1,1,0.0,0,-82,50,132,44,False,0
161,Andrey Nascimento dos Santos,MID,Chelsea,0.0,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,314,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,32,0,288,0,2,2,0.0,0,0,0,0,45,True,0
162,Rico Henry,DEF,Brentford,0.0,0,0,0,0,0.0,92,0.0,0.0,0.0,0.0,311,0,0,0.0,0.0,2025-04-12T16:30:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,32,0,2867,0,1,1,0.0,0,22,54,32,43,False,0
163,Mateusz Lis,GK,Southampton,0.0,0,0,0,0,0.0,465,0.0,0.0,0.0,0.0,319,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,32,0,7434,0,3,0,0.0,0,-86,0,86,40,True,0
164,Yoane Wissa,FWD,Brentford,0.0,0,3,31,0,2.4,110,0.02,0.14,0.12,0.96,311,1,1,6.1,37.8,2025-04-12T16:30:00Z,90,0,0,0,0,0,0,0,False,1,0,0,0,0,32,0,1451383,1,1,1,21.0,9,-190147,19576,209723,65,False,0
165,Daniel Iversen,GK,Leicester,0.0,0,0,0,0,0.0,294,0.0,0.0,0.0,0.0,313,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,32,0,87865,0,2,2,0.0,0,-876,665,1541,39,False,0
166,Kevin Danso,DEF,Spurs,0.0,0,0,0,0,0.0,767,0.0,0.0,0.0,0.0,320,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,32,0,3194,0,2,4,0.0,0,-466,8,474,44,False,0
167,Mads Hermansen,GK,Leicester,0.0,0,0,9,0,0.0,293,0.0,0.0,0.0,3.91,313,2,0,3.7,36.6,2025-04-12T14:00:00Z,90,0,0,0,0,0,0,0,False,5,0,0,0,0,32,5,46908,1,2,2,0.0,1,809,1670,861,44,False,1
168,Rob Holding,DEF,Crystal Palace,0.0,0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,316,0,0,0.0,0.0,2025-04-12T11:30:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,32,0,7137,0,2,5,0.0,0,-44,0,44,42,False,0
169,Rob Holding,DEF,Crystal Palace,0.0,0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,289,0,0,0.0,0.0,2025-04-16T18:30:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,32,0,7137,0,0,5,0.0,0,-44,0,44,42,False,0
170,Ismaïla Sarr,MID,Crystal Palace,0.0,1,0,12,0,15.6,585,0.18,0.63,0.45,3.81,316,5,0,4.5,23.8,2025-04-12T11:30:00Z,90,0,0,0,0,0,0,0,False,13,0,0,0,0,32,0,1379498,1,2,5,6.0,5,112650,183656,71006,58,False,0
171,Ismaïla Sarr,MID,Crystal Palace,0.0,0,0,7,0,11.4,585,0.01,0.04,0.03,1.32,289,5,0,2.1,1.6,2025-04-16T18:30:00Z,75,0,0,0,0,0,0,0,False,15,0,0,0,0,32,0,1379498,1,0,5,8.0,2,112650,183656,71006,58,False,0
172,Jarrod Bowen,MID,West Ham,0.0,0,0,5,0,10.5,514,0.04,0.43,0.39,1.78,315,2,0,4.4,10.2,2025-04-13T13:00:00Z,90,0,0,0,0,0,0,0,False,12,0,0,0,0,32,0,820986,1,1,2,23.0,2,-120387,18104,138491,75,False,0
173,Mark O’Mahony,FWD,Brighton,0.0,0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,313,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,32,0,21565,0,2,2,0.0,0,-86,0,86,45,True,0
174,Ryan Sessegnon,DEF,Fulham,0.0,0,0,-2,0,1.3,579,0.03,0.44,0.41,1.45,312,1,0,4.4,3.8,2025-04-14T19:00:00Z,56,0,0,0,0,0,0,0,False,3,0,0,0,0,32,0,57987,1,0,1,39.0,1,27906,29838,1932,41,False,0
175,Josh Dasilva,MID,Brentford,0.0,0,0,0,0,0.0,90,0.0,0.0,0.0,0.0,311,0,0,0.0,0.0,2025-04-12T16:30:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,32,0,484,0,1,1,0.0,0,6,10,4,48,False,0
176,Jadon Sancho,MID,Chelsea,0.0,0,0,24,0,32.5,386,0.05,0.1,0.05,0.18,314,0,1,9.4,38.6,2025-04-13T13:00:00Z,22,0,0,0,0,0,0,0,False,10,0,0,0,0,32,0,108039,0,2,2,23.0,6,678,2572,1894,62,True,0
177,Sam Johnstone,GK,Wolves,0.0,0,0,0,0,0.0,204,0.0,0.0,0.0,0.0,320,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,32,0,31614,0,2,4,0.0,0,-173,295,468,41,True,0
178,Jonny Evans,DEF,Man Utd,0.0,0,0,0,0,0.0,371,0.0,0.0,0.0,0.0,317,0,0,0.0,0.0,2025-04-13T15:30:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,32,0,8892,0,1,4,0.0,0,-33,10,43,44,False,0
179,Mohamed Salah,MID,Liverpool,0.0,1,0,20,1,37.1,328,0.28,0.37,0.09,1.38,315,0,0,7.3,19.6,2025-04-13T13:00:00Z,84,0,0,0,0,0,0,0,False,19,0,0,0,0,32,0,8205782,1,1,2,16.0,6,-3325,39339,42664,138,True,0
180,Federico Chiesa,MID,Liverpool,0.0,0,0,0,0,0.0,636,0.0,0.0,0.0,0.0,315,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,32,0,19108,0,1,2,0.0,0,-177,255,432,68,True,0
181,Timothy Castagne,DEF,Fulham,0.0,0,0,7,0,2.6,244,0.03,0.03,0.0,1.46,312,1,0,3.2,25.0,2025-04-14T19:00:00Z,90,0,0,0,0,0,0,0,False,3,0,0,0,0,32,0,129675,1,0,1,4.0,2,-6398,847,7245,42,False,0
182,Tariq Lamptey,DEF,Brighton,0.0,0,0,0,0,0.0,131,0.0,0.0,0.0,0.0,313,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,32,0,28713,0,2,2,0.0,0,-2865,15,2880,44,True,0
183,Ola Aina,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,422,0.0,0.0,0.0,0.0,318,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,32,0,1896375,0,1,0,0.0,0,-645943,2248,648191,52,True,0
184,Taiwo Awoniyi,FWD,Nott'm Forest,0.0,0,0,0,0,0.0,424,0.0,0.0,0.0,0.0,318,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,32,0,36910,0,1,0,0.0,0,-2033,278,2311,55,True,0
185,Leandro Trossard,MID,Arsenal,0.0,0,0,13,0,16.8,23,0.1,0.24,0.14,0.24,311,1,0,4.4,5.8,2025-04-12T16:30:00Z,90,0,0,0,0,0,0,0,False,4,0,0,0,0,32,0,323759,1,1,1,21.0,2,20299,37351,17052,67,True,0
186,Jacob Greaves,DEF,Ipswich,0.0,0,0,0,0,0.0,270,0.0,0.0,0.0,0.0,314,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,32,0,322983,0,2,2,0.0,0,-23187,744,23931,39,False,0
