,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code_x,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form_x,id_x,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,code_y,draw,form_y,id_y,loss,team_name,played,points,position,short_name,strength,team_division,unavailable,win,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,pulse_id,id,plural_name,plural_name_short,position_name,singular_name_short,squad_select,squad_min_select,squad_max_select,squad_min_play,squad_max_play,ui_shirt_specific,sub_positions_locked,element_count
443,True,True,,,451302,0,0,0,0,0,1,2.6,,0,Altay,0.0,431,False,,,50,451302.jpg,2.0,False,Bayındır,0.4,False,,a,14,1,8,0,0,0,0,0.0,1.6,Bayindir,219.0,2023-09-01,1998-04-14,False,p451302,360,0,0,1,10,0,0,0,0,0,8,0,22,80.0,0.0,0.0,7.9,0,0,0,0,4,0.00,0.00,0.00,6.93,314,24,620,80,613,76,342,24,,,,,,,0.0,2.0,0.0,0.0,1.73,2.5,302,16,418,76,248,26,271,38,1.0,0.25,0.0,1,0,,14,0,Man Utd,0,0,0,MUN,3,,False,0,1105,1125,1110,1110,1100,1140,12,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
447,True,True,,,461537,0,0,0,0,0,1,0.5,,0,Dermot,0.0,435,False,,,40,461537.jpg,0.0,False,Mee,0.1,False,,a,14,1,0,0,0,0,0,0.0,0.0,Mee,242.0,2023-07-24,2002-11-20,False,p461537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,435,52,425,43,394,28,435,52,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,614,61,56,26,438,52,474,67,0.0,0.0,0.0,1,0,,14,0,Man Utd,0,0,0,MUN,3,,False,0,1105,1125,1110,1110,1100,1140,12,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
483,True,True,,,81441,0,0,0,0,0,1,1.5,,0,Mark,0.0,471,False,,,40,81441.jpg,0.0,False,Gillespie,0.1,False,,a,15,4,0,0,0,0,0,0.0,0.0,Gillespie,241.0,2020-07-27,1992-03-27,False,p81441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,395,34,384,24,350,9,395,34,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,566,42,8,7,399,35,471,66,0.0,0.0,0.0,4,0,,15,0,Newcastle,0,0,0,NEW,4,,False,0,1185,1245,1130,1170,1240,1320,23,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
484,True,False,0.0,,111452,0,0,0,0,0,1,0.0,,0,Odysseas,0.0,472,False,Has joined Sevilla on loan for the rest of the season.,2025-08-13T15:41:50.078613Z,40,111452.jpg,0.0,False,Vlachodimos,0.1,False,,u,15,4,0,0,0,0,0,0.0,0.0,Odysseas,83.0,2024-07-01,1994-04-26,False,p111452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,401,39,390,29,356,14,401,39,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,574,47,16,12,405,40,479,68,0.0,0.0,0.0,4,0,,15,0,Newcastle,0,0,0,NEW,4,,False,0,1185,1245,1130,1170,1240,1320,23,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
513,True,True,,,225321,0,0,0,0,0,1,3.6,,0,Aaron,0.0,674,False,,,50,225321.jpg,0.0,False,Ramsdale,0.7,False,,a,15,4,0,0,0,0,0,0.0,0.0,Ramsdale,241.0,2025-08-02,1998-05-14,False,p225321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,611,79,609,78,600,74,611,79,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,276,14,392,74,612,79,216,29,0.0,0.0,0.0,4,0,,15,0,Newcastle,0,0,0,NEW,4,,False,0,1185,1245,1130,1170,1240,1320,23,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
515,True,True,,,85633,0,0,0,0,0,1,3.1,,0,Matz,0.0,502,False,,,50,85633.jpg,3.9,False,Sels,20.2,False,,a,16,17,150,0,0,0,0,0.0,30.0,Sels,21.0,2024-02-01,1992-02-26,False,p85633,3420,0,1,13,46,0,0,0,4,0,120,11,521,942.2,20.2,0.0,96.7,0,0,0,0,38,0.00,0.26,0.26,50.17,10,3,323,5,584,67,134,3,,,,,,,0.0,3.16,0.01,0.01,1.32,1.21,221,6,337,66,48,8,17,3,1.0,0.34,0.0,17,0,,16,0,Nott'm Forest,0,0,0,NFO,3,,False,0,1165,1205,1150,1230,1180,1180,15,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
516,True,True,,,475123,0,0,0,0,0,1,1.0,,0,Carlos Miguel,0.0,503,False,,,40,475123.jpg,0.0,False,dos Santos Pereira,0.2,False,,a,16,17,0,0,0,0,0,0.0,0.0,C.Miguel,30.0,2024-07-09,1998-10-09,False,p475123,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,445,58,435,49,404,34,445,58,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,625,67,67,32,448,58,360,52,0.0,0.0,0.0,17,0,,16,0,Nott'm Forest,0,0,0,NFO,3,,False,0,1165,1205,1150,1230,1180,1180,15,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
517,True,False,0.0,,224068,0,0,0,0,0,1,0.0,,0,Matt,0.0,504,False,Has joined Lyon permanently.,2025-08-11T01:18:09.881299Z,40,224068.jpg,0.0,False,Turner,0.7,False,,u,16,17,0,0,0,0,0,0.0,0.0,Turner,229.0,2023-08-09,1994-06-24,False,p224068,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,417,46,407,37,375,22,417,46,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,594,55,36,20,420,46,222,31,0.0,0.0,0.0,17,0,,16,0,Nott'm Forest,0,0,0,NFO,3,,False,0,1165,1205,1150,1230,1180,1180,15,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
542,True,True,,,107265,0,0,0,0,0,1,1.0,,0,Angus,0.0,675,False,,,40,107265.jpg,0.0,False,Gunn,1.0,False,,a,16,17,0,0,0,0,0,0.0,0.0,Gunn,243.0,2025-08-06,1996-01-22,False,p107265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,400,38,389,28,355,13,400,38,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,573,46,15,11,404,39,181,22,0.0,0.0,0.0,17,0,,16,0,Nott'm Forest,0,0,0,NFO,3,,False,0,1165,1205,1150,1230,1180,1180,15,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
582,True,True,,,498016,0,0,0,0,0,1,1.8,,0,Robin,0.0,670,False,,,45,498016.jpg,0.0,False,Roefs,0.2,False,,a,17,56,0,0,0,0,0,0.0,0.0,Roefs,152.0,2025-08-01,2003-01-17,False,p498016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,544,77,540,73,521,63,544,77,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,481,33,252,62,547,77,408,59,0.0,0.0,0.0,56,0,,17,0,Sunderland,0,0,0,SUN,2,,False,0,1050,1050,1050,1050,1050,1050,29,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
585,True,True,,,184254,0,0,0,0,0,1,3.6,,0,Guglielmo,0.0,565,False,,,50,184254.jpg,2.8,False,Vicario,3.6,False,,a,18,6,66,0,0,0,0,0.0,13.2,Vicario,106.0,2023-07-01,1996-10-07,False,p184254,2160,0,0,4,37,0,0,0,1,0,68,2,293,587.8,0.0,0.0,58.5,0,0,0,0,24,0.00,0.00,0.00,33.60,93,15,604,77,593,71,223,16,,,,,,,0.0,2.83,0.0,0.0,1.4,1.54,246,11,362,71,157,23,88,15,1.0,0.17,0.0,6,0,,18,0,Spurs,0,0,0,TOT,3,,False,0,1130,1175,1100,1100,1160,1250,21,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
586,True,True,,,214572,0,0,0,0,0,1,1.5,,0,Brandon,0.0,566,False,,,40,214572.jpg,1.0,False,Austin,0.3,False,,a,18,6,1,0,0,0,0,0.0,0.2,Austin,241.0,2017-07-22,1999-01-08,False,p214572,90,0,0,0,2,0,0,0,0,0,2,0,7,20.0,0.0,0.0,2.0,0,0,0,0,1,0.00,0.00,0.00,2.53,353,29,403,36,370,21,367,29,,,,,,,0.0,2.0,0.0,0.0,2.53,2.0,589,54,31,19,339,29,317,47,1.0,0.0,0.0,6,0,,18,0,Spurs,0,0,0,TOT,3,,False,0,1130,1175,1100,1100,1160,1250,21,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
587,True,True,,,485055,0,0,0,0,0,1,1.5,,0,Antonín,0.0,567,False,,,40,485055.jpg,2.8,False,Kinský,3.1,False,,a,18,6,17,0,0,0,0,0.0,4.2,Kinsky,57.0,2025-01-05,2003-03-13,False,p485055,540,0,0,1,11,0,0,0,0,0,24,0,86,208.2,10.1,0.0,21.7,0,0,0,0,6,0.00,0.01,0.01,11.80,244,20,345,13,409,36,303,20,,,,,,,0.0,4.0,0.0,0.0,1.97,1.83,630,69,72,34,149,22,96,16,1.0,0.17,0.0,6,0,,18,0,Spurs,0,0,0,TOT,3,,False,0,1130,1175,1100,1100,1160,1250,21,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
623,True,True,,,483364,0,0,0,0,0,1,1.5,,0,Krisztián,0.0,602,False,,,40,483364.jpg,0.0,False,Hegyi,0.4,False,,a,19,21,0,0,0,0,0,0.0,0.0,Hegyi,98.0,2022-08-24,2002-09-24,False,p483364,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,449,59,439,50,408,35,449,59,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,629,68,71,33,452,59,289,43,0.0,0.0,0.0,21,0,,19,0,West Ham,0,0,0,WHU,3,,False,0,1100,1100,1100,1100,1100,1100,25,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
653,True,True,,,79602,0,0,0,0,0,1,0.5,,0,Daniel,0.0,629,False,,,40,79602.jpg,4.5,False,Bentley,0.9,False,,a,20,39,9,0,0,0,0,0.0,2.2,Bentley,241.0,2023-01-25,1993-07-13,False,p79602,180,0,0,1,4,0,0,0,0,0,8,1,29,60.0,0.0,0.0,6.0,0,0,0,0,2,0.00,0.00,0.00,3.01,323,26,383,23,349,8,350,26,,,,,,,0.0,4.0,0.0,0.0,1.5,2.0,565,41,7,6,18,1,192,26,1.0,0.5,0.0,39,0,,20,0,Wolves,0,0,0,WOL,3,,False,0,1100,1125,1080,1100,1120,1150,38,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
654,True,True,,,138001,0,0,0,0,0,1,0.5,,0,Tom,0.0,630,False,,,40,138001.jpg,1.0,False,King,2.0,False,,a,20,39,1,0,0,0,0,0.0,0.2,King,244.0,2023-07-03,1995-03-09,False,p138001,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.14,405,42,394,32,360,17,405,42,,,,,,,0.0,0.0,0.0,0.0,12.6,0.0,578,50,20,15,337,28,128,19,0.0,0.0,0.0,39,0,,20,0,Wolves,0,0,0,WOL,3,,False,0,1100,1125,1080,1100,1120,1150,38,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
