,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code_x,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form_x,id_x,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,code_y,draw,form_y,id_y,loss,team_name,played,points,position,short_name,strength,team_division,unavailable,win,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,pulse_id,id,plural_name,plural_name_short,position_name,singular_name_short,squad_select,squad_min_select,squad_max_select,squad_min_play,squad_max_play,ui_shirt_specific,sub_positions_locked,element_count
151,True,True,,,191866,0,0,0,0,0,2,1.9,,0,Kristoffer,0.0,108,False,,,45,191866.jpg,1.6,False,Ajer,0.2,False,,a,5,94,39,0,0,0,0,0.0,8.7,Ajer,161.0,2021-07-21,1998-04-17,False,p191866,1433,0,0,3,25,0,0,0,5,0,0,0,120,199.0,128.1,158.0,48.5,0,0,0,89,17,0.97,0.48,1.45,21.70,252,94,214,61,178,45,239,74,,,,,,,0.06,0.0,0.03,0.09,1.36,1.57,391,85,162,105,290,103,392,153,1.07,0.19,5.59,94,0,,5,0,Brentford,0,0,0,BRE,3,,False,0,1120,1185,1080,1080,1160,1290,130,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
152,True,True,,,194010,0,0,0,0,0,2,1.9,,0,Rico,0.0,109,False,,,45,194010.jpg,0.8,False,Henry,0.2,False,,a,5,94,4,0,0,0,0,0.0,0.9,Henry,241.0,2016-08-31,1997-07-08,False,p194010,94,0,0,0,3,0,0,0,0,0,0,0,5,13.6,2.1,2.0,1.7,0,0,0,6,0,0.00,0.01,0.01,2.16,360,133,358,133,340,130,370,133,,,,,,,0.0,0.0,0.01,0.01,2.07,2.87,393,87,164,107,386,137,427,166,0.0,0.0,5.74,94,0,,5,0,Brentford,0,0,0,BRE,3,,False,0,1120,1185,1080,1080,1160,1290,130,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
156,True,True,,,444765,0,0,0,0,0,2,1.9,,0,Sepp,0.0,113,False,,,45,444765.jpg,2.0,False,van den Berg,0.4,False,,a,5,94,62,0,0,0,0,0.0,13.8,Van den Berg,152.0,2024-08-22,2001-12-20,False,p444765,2584,0,1,5,49,0,0,0,3,0,0,1,266,587.4,108.3,226.0,92.3,0,0,0,229,29,2.09,0.52,2.61,44.61,94,30,232,73,133,21,141,38,,,,,,,0.07,0.0,0.02,0.09,1.55,1.71,441,120,212,140,243,86,278,101,1.01,0.17,7.98,94,0,,5,0,Brentford,0,0,0,BRE,3,,False,0,1120,1185,1080,1080,1160,1290,130,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
157,True,True,,,622536,0,0,0,0,0,2,1.0,,0,Benjamin,0.0,114,False,,,40,622536.jpg,0.0,False,Arthur,0.3,False,,a,5,94,0,0,0,0,0,0.0,0.0,Arthur,241.0,2024-03-08,2005-10-09,False,p622536,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,488,200,479,199,456,198,488,200,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,683,226,125,80,491,200,301,111,0.0,0.0,0.0,94,0,,5,0,Brentford,0,0,0,BRE,3,,False,0,1120,1185,1080,1080,1160,1290,130,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
158,True,True,,,612534,0,0,0,0,0,2,1.0,,0,Benjamin,0.0,115,False,,,40,612534.jpg,0.0,False,Fredrick,0.2,False,,a,5,94,0,0,0,0,0,0.0,0.0,Fredrick,,,,False,p612534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,487,199,478,198,455,197,487,199,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,682,225,124,79,490,199,388,152,0.0,0.0,0.0,94,0,,5,0,Brentford,0,0,0,BRE,3,,False,0,1120,1185,1080,1080,1160,1290,130,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
159,True,True,,,472713,0,0,0,0,0,2,1.0,,0,Aaron,0.0,116,False,,,40,472713.jpg,0.0,False,Hickey,0.6,False,,a,5,94,0,0,0,0,0,0.0,0.0,Hickey,243.0,2022-07-09,2002-06-10,False,p472713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,442,167,432,165,401,158,442,167,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,622,180,64,34,445,167,238,83,0.0,0.0,0.0,94,0,,5,0,Brentford,0,0,0,BRE,3,,False,0,1120,1185,1080,1080,1160,1290,130,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
160,True,True,,,570241,0,0,0,0,0,2,1.0,,0,Kim,0.0,117,False,,,40,570241.jpg,1.0,False,Ji-soo,0.2,False,,a,5,94,3,0,0,0,0,0.0,0.8,Ji-soo,114.0,2023-07-20,2004-12-24,False,p570241,28,0,0,0,0,0,0,0,0,0,0,0,8,5.0,0.8,0.0,0.6,0,0,0,2,0,0.00,0.00,0.00,0.32,373,138,363,136,443,187,379,138,,,,,,,0.0,0.0,0.0,0.0,1.03,0.0,666,211,108,65,347,127,385,150,0.0,0.0,6.43,94,0,,5,0,Brentford,0,0,0,BRE,3,,False,0,1120,1185,1080,1080,1160,1290,130,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
161,True,True,,,499717,0,0,0,0,0,2,1.0,,0,Jayden,0.0,118,False,,,40,499717.jpg,1.0,False,Meghoma,0.2,False,,a,5,94,1,0,0,0,0,0.0,0.2,Meghoma,241.0,2024-08-30,2006-06-28,False,p499717,4,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0,0,0,0,0,0.00,0.00,0.00,0.14,389,142,371,140,419,169,389,142,,,,,,,0.0,0.0,0.0,0.0,3.15,0.0,640,191,82,45,341,122,404,157,0.0,0.0,0.0,94,0,,5,0,Brentford,0,0,0,BRE,3,,False,0,1120,1185,1080,1080,1160,1290,130,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
185,True,True,,,204120,0,0,0,0,0,2,1.9,,0,Olivier,0.0,143,False,,,45,204120.jpg,0.0,False,Boscagli,0.1,False,,a,6,36,0,0,0,0,0,0.0,0.0,Boscagli,73.0,2025-07-02,1997-11-18,False,p204120,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,499,205,494,204,473,203,499,205,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,398,90,169,110,502,205,468,182,0.0,0.0,0.0,36,0,,6,0,Brighton,0,0,0,BHA,3,,False,0,1150,1175,1090,1140,1210,1210,131,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
186,True,True,,,550090,0,0,0,0,0,2,1.9,,0,Diego,0.0,144,False,,,45,550090.jpg,0.0,False,Coppola,0.1,False,,a,6,36,0,0,0,0,0,0.0,0.0,Coppola,106.0,2025-06-17,2003-12-28,False,p550090,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,565,219,561,218,544,218,565,219,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,512,139,283,159,567,219,528,198,0.0,0.0,0.0,36,0,,6,0,Brighton,0,0,0,BHA,3,,False,0,1150,1175,1090,1140,1210,1210,131,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
187,True,True,,,465730,0,0,0,0,0,2,1.9,,0,Maxim,0.0,145,False,,,45,465730.jpg,0.0,False,De Cuyper,7.2,False,,a,6,36,0,0,0,0,0,0.0,0.0,De Cuyper,21.0,2025-07-05,2000-12-22,False,p465730,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,526,213,522,212,502,212,526,213,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,453,123,224,143,529,213,57,21,0.0,0.0,0.0,36,0,,6,0,Brighton,0,0,0,BHA,3,,False,0,1150,1175,1090,1140,1210,1210,131,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
189,True,False,0.0,,204214,0,0,0,0,0,2,0.0,,0,Pervis,0.0,147,False,Has joined AC Milan permanently,2025-07-24T10:14:09.955203Z,45,204214.jpg,2.1,False,Estupiñán Tenorio,0.1,False,,u,6,36,63,0,0,0,0,0.0,14.0,Estupiñan,62.0,2022-07-16,1998-01-21,False,p204214,2399,1,1,3,44,0,0,0,5,0,0,7,313,504.4,530.1,173.0,120.8,0,0,0,164,26,1.09,2.43,3.52,39.85,124,42,63,11,169,37,102,19,,,4.0,,,,0.04,0.0,0.09,0.13,1.49,1.65,399,91,170,111,227,80,533,201,0.98,0.11,6.15,36,0,,6,0,Brighton,0,0,0,BHA,3,,False,0,1150,1175,1090,1140,1210,1210,131,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
190,True,True,,,231416,0,0,0,0,0,2,1.9,,0,Ferdi,0.0,148,False,,,45,231416.jpg,3.2,False,Kadıoğlu,0.2,False,,a,6,36,19,0,0,0,0,0.0,4.2,F.Kadıoğlu,219.0,2024-08-27,1999-10-07,False,p231416,385,1,0,2,8,0,0,0,1,0,0,0,59,116.4,83.7,40.0,24.0,0,0,0,37,5,0.44,0.31,0.75,9.44,294,105,249,87,272,97,295,106,,,,,,,0.1,0.0,0.07,0.17,2.21,1.87,418,106,189,126,118,29,356,133,1.17,0.47,8.65,36,0,,6,0,Brighton,0,0,0,BHA,3,,False,0,1150,1175,1090,1140,1210,1210,131,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
193,True,True,,,469142,0,0,0,0,0,2,1.9,,0,Jan Paul,0.0,151,False,,,45,469142.jpg,2.6,False,van Hecke,1.3,False,,a,6,36,87,0,0,0,0,0.0,19.3,Van Hecke,152.0,2020-09-10,2000-06-08,False,p469142,2960,1,1,7,47,0,0,0,6,1,0,7,406,736.6,261.8,182.0,118.3,0,0,0,230,33,1.32,1.41,2.73,44.67,40,15,139,27,164,32,108,24,,,,,,,0.04,0.0,0.04,0.08,1.36,1.43,456,124,227,144,169,55,164,60,1.0,0.21,6.99,36,0,,6,0,Brighton,0,0,0,BHA,3,,False,0,1150,1175,1090,1140,1210,1210,131,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
197,True,True,,,589100,0,0,0,0,0,2,1.0,,0,Jacob,0.0,155,False,,,40,589100.jpg,0.0,False,Slater,0.2,False,,a,6,36,0,0,0,0,0,0.0,0.0,Slater,,,,False,p589100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,483,195,474,194,450,192,483,195,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,675,218,117,72,486,195,374,143,0.0,0.0,0.0,36,0,,6,0,Brighton,0,0,0,BHA,3,,False,0,1150,1175,1090,1140,1210,1210,131,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
198,True,True,,,547720,0,0,0,0,0,2,1.0,,0,Charlie,0.0,156,False,,,40,547720.jpg,0.0,False,Tasker,0.2,False,,a,6,36,0,0,0,0,0,0.0,0.0,Tasker,,,,False,p547720,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,468,185,459,184,433,180,468,185,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,656,204,98,58,471,185,401,156,0.0,0.0,0.0,36,0,,6,0,Brighton,0,0,0,BHA,3,,False,0,1150,1175,1090,1140,1210,1210,131,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
228,True,True,,,179268,0,0,0,0,0,2,4.5,,0,Marc,0.0,224,False,,,60,179268.jpg,3.7,False,Cucurella Saseta,18.9,False,,a,7,8,133,0,0,0,0,0.0,22.2,Cucurella,200.0,2022-08-05,1998-07-22,False,p179268,2988,5,2,9,38,0,0,0,8,1,0,14,533,668.6,350.6,358.0,137.9,0,0,0,191,33,2.79,2.39,5.18,39.94,62,22,100,20,86,6,85,11,,,,,,,0.08,0.0,0.07,0.15,1.2,1.14,87,3,579,222,69,10,22,8,0.99,0.27,5.75,8,0,,7,0,Chelsea,0,0,0,CHE,4,,False,0,1185,1245,1150,1190,1220,1300,4,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
229,True,True,,,225796,0,0,0,0,0,2,3.8,,0,Reece,0.0,225,False,,,55,225796.jpg,2.8,False,James,4.9,False,,a,7,8,54,0,0,0,0,0.0,9.8,James,241.0,2019-05-15,1999-12-08,False,p225796,1057,1,2,3,14,0,0,0,1,0,0,5,223,207.6,202.1,56.0,46.7,0,0,0,50,12,0.45,1.15,1.60,16.10,245,88,174,39,258,91,246,78,3.0,,2.0,,,,0.04,0.0,0.1,0.14,1.37,1.19,154,18,511,206,159,51,77,26,1.02,0.26,4.26,8,0,,7,0,Chelsea,0,0,0,CHE,4,,False,0,1185,1245,1150,1190,1220,1300,4,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
231,True,True,0.0,,460028,0,0,0,0,0,2,0.0,,0,Levi,0.0,227,False,Anterior cruciate ligament - Unknown return date,2025-08-08T14:30:04.255160Z,50,460028.jpg,3.1,False,Samuels Colwill,1.2,False,,i,7,8,109,0,0,0,0,0.0,21.8,Colwill,241.0,2022-07-01,2003-02-26,False,p460028,3150,2,1,10,41,0,0,0,9,0,0,6,461,692.0,214.3,185.0,109.4,0,0,0,221,35,1.92,1.31,3.23,43.52,52,19,161,34,163,31,119,30,,,,,,,0.05,0.0,0.04,0.09,1.24,1.17,303,53,419,188,125,34,169,62,1.0,0.29,6.31,8,0,,7,0,Chelsea,0,0,0,CHE,4,,False,0,1185,1245,1150,1190,1220,1300,4,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
234,True,True,,,444463,0,0,0,0,0,2,2.4,,0,Wesley,0.0,230,False,,,45,444463.jpg,1.9,False,Fofana,0.3,False,,a,7,8,26,0,0,0,0,0.0,5.8,Fofana,73.0,2022-08-31,2000-12-17,False,p444463,1172,0,0,2,13,0,0,0,7,0,0,2,162,200.2,85.0,33.0,31.9,0,0,0,88,14,0.44,0.18,0.62,14.76,251,93,246,84,280,100,279,98,,,,,,,0.03,0.0,0.01,0.04,1.13,1.0,440,119,211,139,255,90,322,119,1.08,0.15,6.76,8,0,,7,0,Chelsea,0,0,0,CHE,4,,False,0,1185,1245,1150,1190,1220,1300,4,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
235,True,False,0.0,,574458,0,0,0,0,0,2,0.0,,0,Mamadou,0.0,231,False,Has joined RC Strasbourg on loan for the rest of the season.,2025-08-11T01:09:37.642396Z,45,574458.jpg,0.0,False,Sarr,0.1,False,,u,7,8,0,0,0,0,0,0.0,0.0,M.Sarr,73.0,2025-06-09,2005-08-29,False,p574458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,579,220,575,219,559,219,579,220,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,529,141,300,161,580,220,544,203,0.0,0.0,0.0,8,0,,7,0,Chelsea,0,0,0,CHE,4,,False,0,1185,1245,1150,1190,1220,1300,4,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
236,True,True,,,109646,0,0,0,0,0,2,2.4,,0,Tosin,0.0,232,False,,,45,109646.jpg,3.2,False,Adarabioyo,0.8,False,,a,7,8,71,0,0,0,0,0.0,15.8,Tosin,241.0,2024-07-01,1997-09-24,False,p109646,1403,1,1,7,14,0,0,0,4,0,0,7,305,352.2,48.2,92.0,49.6,0,0,0,114,15,0.93,0.23,1.16,19.62,180,63,281,103,229,75,238,73,,,,,,,0.06,0.0,0.01,0.07,1.26,0.9,374,74,145,94,116,28,205,71,0.96,0.45,7.31,8,0,,7,0,Chelsea,0,0,0,CHE,4,,False,0,1185,1245,1150,1190,1220,1300,4,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
255,True,True,,,551210,0,0,0,0,0,2,3.1,,0,Jorrel,0.0,672,False,,,50,551210.jpg,0.0,False,Hato,0.3,False,,a,7,8,0,0,0,0,0,0.0,0.0,Hato,152.0,2025-08-03,2006-03-07,False,p551210,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,638,226,637,225,630,225,638,226,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,343,61,459,196,638,226,316,117,0.0,0.0,0.0,8,0,,7,0,Chelsea,0,0,0,CHE,4,,False,0,1185,1245,1150,1190,1220,1300,4,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
259,True,True,,,247348,0,0,0,0,0,2,2.8,,0,Daniel,0.0,256,False,,,55,247348.jpg,3.8,False,Muñoz Mejía,9.2,False,,a,8,31,142,0,0,0,0,0.0,25.8,Muñoz,48.0,2024-01-30,1996-05-26,False,p247348,3229,4,6,11,46,0,0,0,10,0,0,9,480,816.6,634.2,524.0,197.6,0,0,0,267,37,4.92,3.46,8.38,46.30,25,9,43,6,55,1,34,1,,,,,,,0.14,0.0,0.1,0.24,1.29,1.28,163,20,520,208,58,5,49,17,1.03,0.31,7.44,31,0,,8,0,Crystal Palace,0,0,0,CRY,3,,False,0,1140,1160,1120,1130,1160,1190,6,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
260,True,True,,,437499,0,0,0,0,0,2,2.1,,0,Maxence,0.0,257,False,,,50,437499.jpg,3.3,False,Lacroix,1.1,False,,a,8,31,114,0,0,0,0,0.0,22.8,Lacroix,73.0,2024-08-30,2000-04-06,False,p437499,3116,1,2,11,45,0,0,0,5,0,0,9,463,723.8,113.7,277.0,111.4,0,0,0,347,35,3.50,1.01,4.51,44.59,46,17,225,67,108,13,117,28,,,,,,,0.1,0.0,0.03,0.13,1.29,1.3,296,51,412,186,110,26,176,65,1.01,0.32,10.02,31,0,,8,0,Crystal Palace,0,0,0,CRY,3,,False,0,1140,1160,1120,1130,1160,1190,6,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
262,True,True,,,218364,0,0,0,0,0,2,2.1,,0,Borna,0.0,259,False,,,50,218364.jpg,0.0,False,Sosa,0.1,False,,a,8,31,0,0,0,0,0,0.0,0.0,Sosa,97.0,2025-07-11,1998-01-21,False,p218364,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,609,224,607,223,598,223,609,224,4.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,269,42,385,177,610,224,463,180,0.0,0.0,0.0,31,0,,8,0,Crystal Palace,0,0,0,CRY,3,,False,0,1140,1160,1120,1130,1160,1190,6,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
263,True,True,,,209036,0,0,0,0,0,2,1.4,,0,Marc,0.0,260,False,,,45,209036.jpg,3.4,False,Guéhi,13.4,False,,a,8,31,116,0,0,0,0,0.0,25.8,Guéhi,241.0,2021-07-18,2000-07-13,False,p209036,3059,3,2,11,42,3,0,0,7,1,0,11,492,827.0,237.6,247.0,131.0,0,0,0,268,34,1.87,2.01,3.88,41.55,24,8,153,31,118,16,91,14,,,,,,,0.06,0.0,0.06,0.12,1.22,1.24,401,93,172,113,96,18,35,14,1.0,0.32,7.88,31,0,,8,0,Crystal Palace,0,0,0,CRY,3,,False,0,1140,1160,1120,1130,1160,1190,6,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
265,True,True,0.0,,515621,0,0,0,0,0,2,0.0,,0,Chadi,0.0,262,False,Knee injury - Unknown return date,2025-07-21T10:00:04.863209Z,40,515621.jpg,1.0,False,Riad Dnanou,0.0,False,,i,8,31,1,0,0,0,0,0.0,0.2,Chadi Riad,145.0,2024-07-02,2003-06-17,False,p515621,90,0,0,0,2,0,0,0,0,0,0,0,3,18.2,1.3,0.0,2.0,0,0,0,7,1,0.00,0.02,0.02,1.39,355,130,360,135,424,172,368,131,,,,,,,0.0,0.0,0.02,0.02,1.39,2.0,646,195,88,49,343,123,673,224,1.0,0.0,7.0,31,0,,8,0,Crystal Palace,0,0,0,CRY,3,,False,0,1140,1160,1120,1130,1160,1190,6,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
266,True,True,,,57328,0,0,0,0,0,2,0.5,,0,Nathaniel,0.0,263,False,,,40,57328.jpg,1.4,False,Clyne,0.7,False,,a,8,31,18,0,0,0,0,0.0,4.5,Clyne,241.0,2020-10-14,1991-04-05,False,p57328,477,0,0,1,11,0,0,0,1,0,0,0,48,66.6,51.8,8.0,12.4,0,0,0,30,5,0.02,0.24,0.26,10.11,321,118,275,99,323,122,322,118,,,,,,,0.0,0.0,0.05,0.05,1.91,2.08,561,147,3,1,308,109,219,74,0.94,0.19,5.66,31,0,,8,0,Crystal Palace,0,0,0,CRY,3,,False,0,1140,1160,1120,1130,1160,1190,6,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
267,True,False,0.0,,156074,0,0,0,0,0,2,0.0,,0,Rob,0.0,264,False,Has joined Colorado Rapids permanently.,2025-08-11T01:12:01.613357Z,40,156074.jpg,0.0,False,Holding,0.2,False,,u,8,31,0,0,0,0,0,0.0,0.0,Holding,241.0,2023-09-01,1995-09-20,False,p156074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,407,145,396,143,362,133,407,145,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,580,152,22,6,410,145,419,161,0.0,0.0,0.0,31,0,,8,0,Crystal Palace,0,0,0,CRY,3,,False,0,1140,1160,1120,1130,1160,1190,6,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
294,True,True,,,480455,0,0,0,0,0,2,3.8,,0,Jarrad,0.0,290,False,,,55,480455.jpg,2.9,False,Branthwaite,1.9,False,,a,9,11,88,0,0,0,0,0.0,16.0,Branthwaite,241.0,2020-06-20,2002-06-27,False,p480455,2509,0,1,9,28,0,0,0,4,0,0,3,420,624.6,57.7,130.0,81.3,0,0,0,274,28,1.20,0.61,1.81,29.83,76,26,268,94,196,55,165,50,,,,,,,0.04,0.0,0.02,0.06,1.07,1.0,186,26,543,214,145,42,136,46,1.0,0.32,9.83,11,0,,9,0,Everton,0,0,0,EVE,3,,False,0,1100,1115,1140,1140,1060,1090,7,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
295,True,True,,,17761,0,0,0,0,0,2,3.8,,0,James,0.0,291,False,,,55,17761.jpg,3.2,False,Tarkowski,6.7,False,,a,9,11,105,0,0,0,0,0.0,19.1,Tarkowski,241.0,2022-07-01,1992-11-19,False,p17761,2922,1,1,10,38,0,0,0,6,0,0,8,468,859.0,188.8,217.0,126.9,0,0,0,356,33,1.32,2.33,3.65,39.30,16,5,182,41,139,23,95,16,,,,,,,0.04,0.0,0.07,0.11,1.21,1.17,116,10,473,198,120,31,58,22,1.02,0.31,10.97,11,0,,9,0,Everton,0,0,0,EVE,3,,False,0,1100,1115,1140,1140,1060,1090,7,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
298,True,True,,,59949,0,0,0,0,0,2,2.4,,0,Séamus,0.0,294,False,,,45,59949.jpg,1.0,False,Coleman,0.2,False,,a,9,11,5,0,0,0,0,0.0,1.1,Coleman,104.0,2009-02-02,1988-10-11,False,p59949,214,0,0,0,4,0,0,0,1,0,0,0,17,42.4,3.8,23.0,7.1,0,0,0,14,3,0.62,0.03,0.65,4.45,335,126,354,130,298,110,344,125,,,,,,,0.26,0.0,0.01,0.27,1.87,1.68,361,65,132,85,351,131,448,174,1.26,0.0,5.89,11,0,,9,0,Everton,0,0,0,EVE,3,,False,0,1100,1115,1140,1140,1060,1090,7,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
299,True,True,,,106611,0,0,0,0,0,2,2.4,,0,Michael,0.0,295,False,,,45,106611.jpg,3.4,False,Keane,0.3,False,,a,9,11,48,0,0,0,0,0.0,10.7,Keane,241.0,2017-07-03,1993-01-11,False,p106611,1046,3,0,3,20,0,0,0,5,0,0,4,139,306.6,23.2,123.0,45.4,0,0,0,103,11,0.61,0.02,0.63,19.16,201,72,319,120,201,59,248,79,,,,,,,0.05,0.0,0.0,0.05,1.65,1.72,371,71,142,91,93,16,324,120,0.95,0.26,8.86,11,0,,9,0,Everton,0,0,0,EVE,3,,False,0,1100,1115,1140,1140,1060,1090,7,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
300,True,True,75.0,,243571,0,0,0,0,0,2,1.8,,0,Nathan,0.0,296,False,Hernia - 75% chance of playing,2025-08-10T22:30:04.898823Z,45,243571.jpg,1.4,False,Patterson,0.1,False,,d,9,11,14,0,0,0,0,0.0,3.1,Patterson,243.0,2022-01-04,2001-10-16,False,p243571,342,0,1,0,6,0,0,0,1,0,0,0,47,71.6,70.3,12.0,15.5,0,0,0,18,3,0.07,0.38,0.45,4.48,318,117,260,90,316,119,316,114,,,,,,,0.02,0.0,0.1,0.12,1.18,1.58,428,114,199,134,313,114,530,200,0.79,0.0,4.74,11,0,,9,0,Everton,0,0,0,EVE,3,,False,0,1100,1115,1140,1140,1060,1090,7,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
301,True,True,,,496178,0,0,0,0,0,2,1.5,,0,Roman,0.0,297,False,,,40,496178.jpg,0.0,False,Dixon,0.2,False,,a,9,11,0,0,0,0,0,0.0,0.0,Dixon,,,,False,p496178,90,0,0,0,4,0,0,0,0,0,0,0,0,15.4,0.3,0.0,1.6,0,0,0,8,1,0.00,0.00,0.00,2.43,358,131,370,139,417,167,371,134,,,,,,,0.0,0.0,0.0,0.0,2.43,4.0,638,189,80,43,460,176,350,129,1.0,0.0,8.0,11,0,,9,0,Everton,0,0,0,EVE,3,,False,0,1100,1115,1140,1140,1060,1090,7,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
